date,country,state,city,ibgeID,newCases,totalCases
2020-04-03,Brazil,SP,Promissão/SP,3541604,1,1
2020-04-03,Brazil,SP,Rio Claro/SP,3543907,1,1
2020-04-03,Brazil,CE,Canindé/CE,2302800,1,1
2020-04-03,Brazil,CE,Farias Brito/CE,2304301,1,1
2020-04-03,Brazil,CE,Fortim/CE,2304459,1,1
2020-04-03,Brazil,CE,Ipaporanga/CE,2305654,1,1
2020-04-03,Brazil,PB,Junco do Seridó/PB,2507804,1,1
2020-04-03,Brazil,PB,Serra Branca/PB,2515500,1,1
2020-04-03,Brazil,ES,Colatina/ES,3201506,1,1
2020-04-03,Brazil,AL,Marechal Deodoro/AL,2704708,1,1
2020-04-03,Brazil,MA,NÃO ESPECIFICADA/MA,21,7,7
2020-04-03,Brazil,BA,Feira de Santana/BA,2910800,0,20
2020-04-03,Brazil,RS,Caxias do Sul/RS,4305108,0,13
2020-04-03,Brazil,PR,Cianorte/PR,4105508,0,11
2020-04-03,Brazil,MG,Ipatinga/MG,3131307,0,1
2020-04-03,Brazil,GO,Rio Verde/GO,5218805,0,7
2020-04-03,Brazil,SC,Rancho Queimado/SC,4214300,0,2
2020-04-03,Brazil,PE,ESTRANGEIRO/PE,26,0,3
2020-04-03,Brazil,MG,Juiz de Fora/MG,3136702,0,30
2020-04-03,Brazil,MG,Patrocínio/MG,3148103,0,3
2020-04-03,Brazil,ES,Linhares/ES,3203205,0,7
2020-04-03,Brazil,SP,Carapicuíba/SP,3510609,0,11
2020-04-03,Brazil,SC,Braço do Norte/SC,4202800,0,12
2020-04-03,Brazil,MG,Coronel Fabriciano/MG,3119401,0,1
2020-04-03,Brazil,GO,Anápolis/GO,5201108,0,4
2020-04-03,Brazil,BA,Porto Seguro/BA,2925303,0,10
2020-04-03,Brazil,PE,Belo Jardim/PE,2601706,0,1
2020-04-03,Brazil,AC,Rio Branco/AC,1200401,0,36
2020-04-03,Brazil,MG,Sete Lagoas/MG,3167202,0,2
2020-04-03,Brazil,PR,Campo Largo/PR,4104204,0,5
2020-04-03,Brazil,GO,Jataí/GO,5211909,0,2
2020-04-03,Brazil,SC,Balneário Camboriú/SC,4202008,0,10
2020-04-03,Brazil,SE,Propriá/SE,2805703,0,2
2020-04-03,Brazil,RJ,Guapimirim/RJ,3301850,0,1
2020-04-03,Brazil,SP,Jaguariúna/SP,3524709,0,1
2020-04-03,Brazil,SP,São José do Rio Preto/SP,3549805,0,7
2020-04-03,Brazil,MG,Uberaba/MG,3170107,0,4
2020-04-03,Brazil,SC,ESTRANGEIRO/SC,42,0,3
2020-04-03,Brazil,CE,Sobral/CE,2312908,0,5
2020-04-03,Brazil,RS,Serafina Corrêa/RS,4320404,0,3
2020-04-03,Brazil,SC,São José/SC,4216602,0,12
2020-04-03,Brazil,MS,Sidrolândia/MS,5007901,0,1
2020-04-03,Brazil,BA,Lauro de Freitas/BA,2919207,0,11
2020-04-03,Brazil,RJ,Miguel Pereira/RJ,3302908,0,1
2020-04-03,Brazil,RS,Alvorada/RS,4300604,0,3
2020-04-03,Brazil,RS,Erechim/RS,4307005,0,3
2020-04-03,Brazil,RS,Sant'Ana do Livramento/RS,4317103,0,5
2020-04-03,Brazil,SP,Taubaté/SP,3554102,0,1
2020-04-03,Brazil,RO,Ji-Paraná/RO,1100122,0,1
2020-04-03,Brazil,CE,Juazeiro do Norte/CE,2307304,0,1
2020-04-03,Brazil,SC,Itajaí/SC,4208203,0,19
2020-04-03,Brazil,SC,Navegantes/SC,4211306,0,4
2020-04-03,Brazil,SC,Pomerode/SC,4213203,0,1
2020-04-03,Brazil,SC,Criciúma/SC,4204608,0,23
2020-04-03,Brazil,SC,Chapecó/SC,4204202,0,5
2020-04-03,Brazil,PR,Guaíra/PR,4108809,0,2
2020-04-03,Brazil,BA,Camaçari/BA,2905701,0,4
2020-04-03,Brazil,RJ,Petrópolis/RJ,3303906,0,13
2020-04-03,Brazil,RS,Ivoti/RS,4310801,0,4
2020-04-03,Brazil,RS,Charqueadas/RS,4305355,0,1
2020-04-03,Brazil,RS,São Leopoldo/RS,4318705,0,8
2020-04-03,Brazil,RS,Taquara/RS,4321204,0,1
2020-04-03,Brazil,RS,Dois Irmãos/RS,4306403,0,2
2020-04-03,Brazil,RS,Eldorado do Sul/RS,4306767,0,1
2020-04-03,Brazil,RS,Canoas/RS,4304606,0,8
2020-04-03,Brazil,ES,Cachoeiro de Itapemirim/ES,3201209,0,1
2020-04-03,Brazil,MA,São Luís/MA,2111300,0,78
2020-04-03,Brazil,MG,Mariana/MG,3140001,0,3
2020-04-03,Brazil,MG,Poços de Caldas/MG,3151800,0,2
2020-04-03,Brazil,SP,Hortolândia/SP,3519071,0,1
2020-04-03,Brazil,MT,Cuiabá/MT,5103403,0,25
2020-04-03,Brazil,PR,Ponta Grossa/PR,4119905,0,4
2020-04-03,Brazil,PR,Pato Branco/PR,4118501,0,2
2020-04-03,Brazil,SC,Jaguaruna/SC,4208807,0,2
2020-04-03,Brazil,SC,Gravatal/SC,4206207,0,3
2020-04-03,Brazil,MT,Várzea Grande/MT,5108402,0,4
2020-04-03,Brazil,SP,Valinhos/SP,3556206,0,3
2020-04-03,Brazil,MS,Ponta Porã/MS,5006606,0,1
2020-04-03,Brazil,SE,Nossa Senhora da Glória/SE,2804508,0,1
2020-04-03,Brazil,RO,Porto Velho/RO,1100205,0,8
2020-04-03,Brazil,RS,Carlos Barbosa/RS,4304804,0,1
2020-04-03,Brazil,RS,Estância Velha/RS,4307609,0,3
2020-04-03,Brazil,RS,Estrela/RS,4307807,0,1
2020-04-03,Brazil,RS,Lajeado/RS,4311403,0,6
2020-04-03,Brazil,RS,Santa Maria/RS,4316907,0,2
2020-04-03,Brazil,RS,Viamão/RS,4323002,0,4
2020-04-03,Brazil,BA,Barreiras/BA,2903201,0,1
2020-04-03,Brazil,SP,São Sebastião/SP,3550704,0,3
2020-04-03,Brazil,PR,FORA DO ESTADO/PR,41,0,6
2020-04-03,Brazil,AM,Parintins/AM,1303403,0,3
2020-04-03,Brazil,BA,Conceição do Jacuípe/BA,2908507,0,1
2020-04-03,Brazil,RS,Santo Antônio da Patrulha/RS,4317608,0,1
2020-04-03,Brazil,SC,Lages/SC,4209300,0,1
2020-04-03,Brazil,RS,Osório/RS,4313508,0,1
2020-04-03,Brazil,SP,FORA DO ESTADO/SP,35,0,28
2020-04-03,Brazil,SP,Iracemápolis/SP,3521408,0,1
2020-04-03,Brazil,RJ,São Gonçalo/RJ,3304904,0,10
2020-04-03,Brazil,BA,Juazeiro/BA,2918407,0,2
2020-04-03,Brazil,BA,Jequié/BA,2918001,0,1
2020-04-03,Brazil,BA,Brumado/BA,2904605,0,5
2020-04-03,Brazil,MG,Betim/MG,3106705,0,5
2020-04-03,Brazil,MG,Bom Despacho/MG,3107406,0,1
2020-04-03,Brazil,MG,Campos Altos/MG,3111507,0,1
2020-04-03,Brazil,MG,Lagoa da Prata/MG,3137205,0,5
2020-04-03,Brazil,MG,Timóteo/MG,3168705,0,1
2020-04-03,Brazil,PE,FORA DO ESTADO/PE,26,0,2
2020-04-03,Brazil,PE,Caruaru/PE,2604106,0,1
2020-04-03,Brazil,PE,Petrolina/PE,2611101,0,2
2020-04-03,Brazil,GO,Catalão/GO,5205109,0,1
2020-04-03,Brazil,PB,Igaracy/PB,2502607,0,1
2020-04-03,Brazil,RS,Rio Grande/RS,4315602,0,2
2020-04-03,Brazil,RS,Santiago/RS,4317400,0,1
2020-04-03,Brazil,RS,Sapiranga/RS,4319901,0,1
2020-04-03,Brazil,RS,Cruzeiro do Sul/RS,4306205,0,1
2020-04-03,Brazil,RS,Capão da Canoa/RS,4304630,0,2
2020-04-03,Brazil,SC,Porto Belo/SC,4213500,0,4
2020-04-03,Brazil,SC,Gaspar/SC,4205902,0,2
2020-04-03,Brazil,SC,Içara/SC,4207007,0,1
2020-04-03,Brazil,ES,Santa Teresa/ES,3204609,0,1
2020-04-03,Brazil,AL,FORA DO ESTADO/AL,27,0,4
2020-04-03,Brazil,BA,Conde/BA,2908606,0,1
2020-04-03,Brazil,PR,Paranavaí/PR,4118402,0,3
2020-04-03,Brazil,RJ,Campos dos Goytacazes/RJ,3301009,0,1
2020-04-03,Brazil,RJ,Duque de Caxias/RJ,3301702,0,9
2020-04-03,Brazil,RS,Garibaldi/RS,4308607,0,1
2020-04-03,Brazil,SC,FORA DO ESTADO/SC,42,0,5
2020-04-03,Brazil,SC,Camboriú/SC,4203204,0,7
2020-04-03,Brazil,SC,Laguna/SC,4209409,0,1
2020-04-03,Brazil,SC,Tijucas/SC,4218004,0,1
2020-04-03,Brazil,CE,Mauriti/CE,2308104,0,1
2020-04-03,Brazil,RS,Anta Gorda/RS,4300703,0,2
2020-04-03,Brazil,RS,Paraí/RS,4314001,0,1
2020-04-03,Brazil,MT,Nova Monte Verde/MT,5108956,0,1
2020-04-03,Brazil,BA,São Domingos/BA,2928950,0,1
2020-04-03,Brazil,RJ,Valença/RJ,3306107,0,1
2020-04-03,Brazil,AL,Porto Real do Colégio/AL,2707503,0,1
2020-04-03,Brazil,RS,Cerro Grande do Sul/RS,4305173,0,1
2020-04-03,Brazil,RS,Dom Pedrito/RS,4306601,0,1
2020-04-03,Brazil,PR,Faxinal/PR,4107603,0,1
2020-04-03,Brazil,SC,Balneário Arroio do Silva/SC,4201950,0,1
2020-04-03,Brazil,SC,Canelinha/SC,4203709,0,1
2020-04-03,Brazil,SC,São Pedro de Alcântara/SC,4217253,0,1
2020-04-03,Brazil,BA,Ilhéus/BA,2913606,0,8
2020-04-03,Brazil,BA,Canarana/BA,2906204,0,1
2020-04-03,Brazil,GO,Silvânia/GO,5220603,0,1
2020-04-03,Brazil,GO,Luziânia/GO,5212501,0,1
2020-04-03,Brazil,MG,Governador Valadares/MG,3127701,0,2
2020-04-03,Brazil,MG,Boa Esperança/MG,3107109,0,1
2020-04-03,Brazil,MG,São João del Rei/MG,3162500,0,3
2020-04-03,Brazil,MA,Imperatriz/MA,2105302,0,2
2020-04-03,Brazil,BA,Alagoinhas/BA,2900702,0,3
2020-04-03,Brazil,PR,Rio Negro/PR,4122305,0,1
2020-04-03,Brazil,SP,Tatuí/SP,3554003,0,1
2020-04-03,Brazil,SP,Arujá/SP,3503901,0,4
2020-04-03,Brazil,SP,Mairiporã/SP,3528502,0,3
2020-04-03,Brazil,SP,Louveira/SP,3527306,0,1
2020-04-03,Brazil,RJ,Belford Roxo/RJ,3300456,0,3
2020-04-03,Brazil,AM,Santo Antônio do Içá/AM,1303700,0,4
2020-04-03,Brazil,AM,Boca do Acre/AM,1300706,0,1
2020-04-03,Brazil,RS,Rolante/RS,4316006,0,1
2020-04-03,Brazil,RS,Marau/RS,4311809,0,3
2020-04-03,Brazil,RS,Piratini/RS,4314605,0,1
2020-04-03,Brazil,RS,Nova Palma/RS,4313102,0,1
2020-04-03,Brazil,SC,Itapema/SC,4208302,0,2
2020-04-03,Brazil,SC,Siderópolis/SC,4217600,0,2
2020-04-03,Brazil,SC,Timbé do Sul/SC,4218103,0,1
2020-04-03,Brazil,ES,Castelo/ES,3201407,0,2
2020-04-03,Brazil,RR,Bonfim/RR,1400159,0,3
2020-04-03,Brazil,MG,Sabará/MG,3156700,0,4
2020-04-03,Brazil,MG,Carmo do Cajuru/MG,3114204,0,1
2020-04-03,Brazil,MG,Campo Belo/MG,3111200,0,1
2020-04-03,Brazil,MG,Guimarânia/MG,3128907,0,1
2020-04-03,Brazil,RS,Cachoeira do Sul/RS,4303004,0,1
2020-04-03,Brazil,PB,Sousa/PB,2516201,0,1
2020-04-03,Brazil,PB,Campina Grande/PB,2504009,0,2
2020-04-03,Brazil,RJ,Itaboraí/RJ,3301900,0,6
2020-04-03,Brazil,PR,Guarapuava/PR,4109401,0,1
2020-04-03,Brazil,PR,Iretama/PR,4110805,0,1
2020-04-03,Brazil,PR,Umuarama/PR,4128104,0,2
2020-04-03,Brazil,CE,Maranguape/CE,2307700,0,2
2020-04-03,Brazil,MS,Batayporã/MS,5002001,0,4
2020-04-03,Brazil,MS,Rio Verde de Mato Grosso/MS,5007406,0,1
2020-04-03,Brazil,SC,Antônio Carlos/SC,4201208,0,8
2020-04-03,Brazil,SC,São Lourenço do Oeste/SC,4216909,0,1
2020-04-03,Brazil,ES,São Roque do Canaã/ES,3204955,0,1
2020-04-03,Brazil,RJ,Resende/RJ,3304201,0,2
2020-04-03,Brazil,RJ,Mangaratiba/RJ,3302601,0,1
2020-04-03,Brazil,GO,Goianésia/GO,5208608,0,1
2020-04-03,Brazil,GO,Águas Lindas de Goiás/GO,5200258,0,1
2020-04-03,Brazil,PE,Goiana/PE,2606200,0,1
2020-04-03,Brazil,PE,São Lourenço da Mata/PE,2613701,0,3
2020-04-03,Brazil,SC,São Francisco do Sul/SC,4216206,0,1
2020-04-03,Brazil,SC,Urussanga/SC,4219002,0,1
2020-04-03,Brazil,SC,Papanduva/SC,4212205,0,2
2020-04-03,Brazil,SC,Brusque/SC,4202909,0,3
2020-04-03,Brazil,RN,Macaíba/RN,2407104,0,1
2020-04-03,Brazil,RN,Passa e Fica/RN,2409100,0,1
2020-04-03,Brazil,RN,Monte Alegre/RN,2407807,0,1
2020-04-03,Brazil,ES,Guarapari/ES,3202405,0,3
2020-04-03,Brazil,ES,Itapemirim/ES,3202801,0,1
2020-04-03,Brazil,RS,Canguçu/RS,4304507,0,1
2020-04-03,Brazil,BA,Itagibá/BA,2915205,0,1
2020-04-03,Brazil,PR,Mariópolis/PR,4115309,0,1
2020-04-03,Brazil,PR,Quatiguá/PR,4120705,0,2
2020-04-03,Brazil,TO,Araguaína/TO,1702109,0,3
2020-04-03,Brazil,CE,Quixadá/CE,2311306,0,2
2020-04-03,Brazil,PI,São José do Divino/PI,2210052,0,1
2020-04-03,Brazil,PI,Parnaíba/PI,2207702,0,1
2020-04-03,Brazil,BA,Itamaraju/BA,2915601,0,1
2020-04-03,Brazil,BA,FORA DO ESTADO/BA,29,0,3
2020-04-03,Brazil,BA,Pojuca/BA,2925204,0,1
2020-04-03,Brazil,MG,Extrema/MG,3125101,0,1
2020-04-03,Brazil,MG,Muriaé/MG,3143906,0,3
2020-04-03,Brazil,MG,Serra do Salitre/MG,3166808,0,1
2020-04-03,Brazil,MG,Santa Luzia/MG,3157807,0,1
2020-04-03,Brazil,PR,Contenda/PR,4106209,0,1
2020-04-03,Brazil,PR,Marechal Cândido Rondon/PR,4114609,0,2
2020-04-03,Brazil,PR,Peabiru/PR,4118808,0,1
2020-04-03,Brazil,PR,Terra Rica/PR,4127304,0,1
2020-04-03,Brazil,PR,Castro/PR,4104907,0,1
2020-04-03,Brazil,AC,Porto Acre/AC,1200807,0,1
2020-04-03,Brazil,RJ,Rio das Ostras/RJ,3304524,0,3
2020-04-03,Brazil,RJ,Seropédica/RJ,3305554,0,1
2020-04-03,Brazil,RN,Tibau/RN,2411056,0,1
2020-04-03,Brazil,RN,Caicó/RN,2402006,0,1
2020-04-03,Brazil,RN,São José de Mipibu/RN,2412203,0,1
2020-04-03,Brazil,AM,Itacoatiara/AM,1301902,0,4
2020-04-03,Brazil,AM,Anori/AM,1300102,0,1
2020-04-03,Brazil,SC,Indaial/SC,4207502,0,1
2020-04-03,Brazil,CE,Itaitinga/CE,2306256,0,1
2020-04-03,Brazil,CE,Maracanaú/CE,2307650,0,2
2020-04-03,Brazil,ES,São Mateus/ES,3204906,0,3
2020-04-03,Brazil,MG,Manhuaçu/MG,3139409,0,1
2020-04-03,Brazil,MG,Unaí/MG,3170404,0,1
2020-04-03,Brazil,GO,Itumbiara/GO,5211503,0,2
2020-04-03,Brazil,PE,Palmares/PE,2610004,0,1
2020-04-03,Brazil,PR,Rio Branco do Sul/PR,4122206,0,1
2020-04-03,Brazil,PR,Matinhos/PR,4115705,0,1
2020-04-03,Brazil,PR,Almirante Tamandaré/PR,4100400,0,3
2020-04-03,Brazil,RJ,São João de Meriti/RJ,3305109,0,3
2020-04-03,Brazil,RJ,Teresópolis/RJ,3305802,0,1
2020-04-03,Brazil,RJ,Angra dos Reis/RJ,3300100,0,1
2020-04-03,Brazil,RJ,Rio Bonito/RJ,3304300,0,2
2020-04-03,Brazil,SP,Brodowski/SP,3507803,0,1
2020-04-03,Brazil,SP,Cajamar/SP,3509205,0,1
2020-04-03,Brazil,SP,Itapevi/SP,3522505,0,6
2020-04-03,Brazil,SP,Itupeva/SP,3524006,0,1
2020-04-03,Brazil,SP,Jandira/SP,3525003,0,2
2020-04-03,Brazil,SP,Penápolis/SP,3537305,0,1
2020-04-03,Brazil,SP,Piracicaba/SP,3538709,0,5
2020-04-03,Brazil,SP,Paulínia/SP,3536505,0,1
2020-04-03,Brazil,AM,Novo Airão/AM,1303205,0,1
2020-04-03,Brazil,RN,Apodi/RN,2401008,0,1
2020-04-03,Brazil,RN,FORA DO ESTADO/RN,24,0,3
2020-04-03,Brazil,RN,Luís Gomes/RN,2407005,0,1
2020-04-03,Brazil,RN,Carnaubais/RN,2402501,0,1
2020-04-03,Brazil,BA,Dias d'Ávila/BA,2910057,0,1
2020-04-03,Brazil,RO,Jaru/RO,1100114,0,1
2020-04-03,Brazil,RS,Taquari/RS,4321303,0,1
2020-04-03,Brazil,RS,Gravataí/RS,4309209,0,9
2020-04-03,Brazil,SC,Pescaria Brava/SC,4212650,0,1
2020-04-03,Brazil,PB,Patos/PB,2510808,0,1
2020-04-03,Brazil,CE,Beberibe/CE,2302206,0,1
2020-04-03,Brazil,MG,Alfenas/MG,3101607,0,1
2020-04-03,Brazil,PA,Abaetetuba/PA,1500107,0,1
2020-04-03,Brazil,RS,Capão do Leão/RS,4304663,0,1
2020-04-03,Brazil,RS,Cachoeirinha/RS,4303103,0,2
2020-04-03,Brazil,GO,Paranaiguara/GO,5216304,0,1
2020-04-03,Brazil,PE,Ipubi/PE,2607307,0,1
2020-04-03,Brazil,PR,Lapa/PR,4113205,0,1
2020-04-03,Brazil,PR,Quatro Barras/PR,4120804,0,1
2020-04-03,Brazil,PR,Francisco Beltrão/PR,4108403,0,1
2020-04-03,Brazil,PR,Verê/PR,4128609,0,1
2020-04-03,Brazil,BA,Barra/BA,2902708,0,1
2020-04-03,Brazil,BA,Candeias/BA,2906501,0,1
2020-04-03,Brazil,BA,Itajuípe/BA,2915502,0,3
2020-04-03,Brazil,BA,Coaraci/BA,2908002,0,1
2020-04-03,Brazil,BA,Nova Soure/BA,2922904,0,1
2020-04-03,Brazil,BA,Medeiros Neto/BA,2921104,0,1
2020-04-03,Brazil,PA,Tucuruí/PA,1508100,0,1
2020-04-03,Brazil,PA,Marituba/PA,1504422,0,1
2020-04-03,Brazil,RS,São Domingos do Sul/RS,4318051,0,1
2020-04-03,Brazil,ES,Viana/ES,3205101,0,1
2020-04-03,Brazil,SP,Votuporanga/SP,3557105,0,1
2020-04-03,Brazil,SP,Votorantim/SP,3557006,0,2
2020-04-03,Brazil,SP,Vinhedo/SP,3556701,0,1
2020-04-03,Brazil,SP,São José do Rio Pardo/SP,3549706,0,1
2020-04-03,Brazil,SP,Santa Isabel/SP,3546801,0,1
2020-04-03,Brazil,SP,Salto de Pirapora/SP,3545308,0,1
2020-04-03,Brazil,SP,Pirajuí/SP,3538907,0,1
2020-04-03,Brazil,SP,Lençóis Paulista/SP,3526803,0,1
2020-04-03,Brazil,SP,Araçatuba/SP,3502804,0,2
2020-04-03,Brazil,SP,Americana/SP,3501608,0,2
2020-04-03,Brazil,SP,Matão/SP,3529302,0,2
2020-04-03,Brazil,SP,Cachoeira Paulista/SP,3508603,0,1
2020-04-03,Brazil,SP,Guarujá/SP,3518701,0,3
2020-04-03,Brazil,SP,Franco da Rocha/SP,3516408,0,6
2020-04-03,Brazil,SP,Mogi Guaçu/SP,3530706,0,1
2020-04-03,Brazil,MS,Alcinópolis/MS,5000252,0,1
2020-04-03,Brazil,MS,Nova Andradina/MS,5006200,0,2
2020-04-03,Brazil,CE,Santa Quitéria/CE,2312205,0,1
2020-04-03,Brazil,RJ,São Pedro da Aldeia/RJ,3305208,0,1
2020-04-03,Brazil,PR,Assis Chateaubriand/PR,4102000,0,1
2020-04-03,Brazil,PR,Ibaiti/PR,4109708,0,1
2020-04-03,Brazil,PR,Fazenda Rio Grande/PR,4107652,0,1
2020-04-03,Brazil,PR,Arapongas/PR,4101507,0,2
2020-04-03,Brazil,BA,Barra do Rocha/BA,2903102,0,1
2020-04-03,Brazil,BA,Ipiaú/BA,2913903,0,1
2020-04-03,Brazil,BA,Vitória da Conquista/BA,2933307,0,1
2020-04-03,Brazil,RJ,Arraial do Cabo/RJ,3300258,0,1
2020-04-03,Brazil,RS,Alegrete/RS,4300406,0,1
2020-04-03,Brazil,RS,São Sebastião do Caí/RS,4319505,0,2
2020-04-03,Brazil,MG,Araguari/MG,3103504,0,1
2020-04-03,Brazil,MG,Lavras/MG,3138203,0,1
2020-04-03,Brazil,MG,Capitólio/MG,3112802,0,1
2020-04-03,Brazil,MG,Pouso Alegre/MG,3152501,0,3
2020-04-03,Brazil,AM,Careiro da Várzea/AM,1301159,0,1
2020-04-03,Brazil,PE,Aliança/PE,2600708,0,1
2020-04-03,Brazil,SP,Indaiatuba/SP,3520509,0,2
2020-04-03,Brazil,SP,Itanhaém/SP,3522109,0,2
2020-04-03,Brazil,SP,Limeira/SP,3526902,0,2
2020-04-03,Brazil,SP,Porto Feliz/SP,3540606,0,1
2020-04-03,Brazil,GO,Campestre de Goiás/GO,5204607,0,1
2020-04-03,Brazil,GO,Cidade Ocidental/GO,5205497,0,1
2020-04-03,Brazil,GO,Trindade/GO,5221403,0,1
2020-04-03,Brazil,MS,Três Lagoas/MS,5008305,0,1
2020-04-03,Brazil,ES,Afonso Cláudio/ES,3200102,0,1
2020-04-03,Brazil,PA,Barcarena/PA,1501303,0,1
2020-04-03,Brazil,MA,Açailândia/MA,2100055,0,1
2020-04-03,Brazil,CE,Eusébio/CE,2304285,0,1
2020-04-03,Brazil,CE,Tianguá/CE,2313401,0,2
2020-04-03,Brazil,PB,Cabedelo/PB,2503209,0,1
2020-04-03,Brazil,PR,Mandirituba/PR,4114302,0,1
2020-04-03,Brazil,PR,Palmeira/PR,4117701,0,1
2020-04-03,Brazil,PR,Goioerê/PR,4108601,0,1
2020-04-03,Brazil,PR,Terra Boa/PR,4127205,0,1
2020-04-03,Brazil,PR,São Manoel do Paraná/PR,4125555,0,1
2020-04-03,Brazil,PR,Cornélio Procópio/PR,4106407,0,1
2020-04-03,Brazil,PR,Leópolis/PR,4113403,0,1
2020-04-03,Brazil,CE,Icó/CE,2305407,0,2
2020-04-03,Brazil,CE,Itapipoca/CE,2306405,0,1
2020-04-03,Brazil,CE,Jaguaribe/CE,2306900,0,1
2020-04-03,Brazil,ES,Fundão/ES,3202207,0,1
2020-04-03,Brazil,ES,Sooretama/ES,3205010,0,2
2020-04-03,Brazil,SC,Biguaçu/SC,4202305,0,1
2020-04-03,Brazil,SC,Joaçaba/SC,4209003,0,1
2020-04-03,Brazil,SC,Paulo Lopes/SC,4212304,0,1
2020-04-03,Brazil,RS,Guaíba/RS,4309308,0,1
2020-04-03,Brazil,RS,Sapucaia do Sul/RS,4320008,0,1
2020-04-03,Brazil,RS,São Gabriel/RS,4318309,0,1
2020-04-03,Brazil,RS,Tramandaí/RS,4321600,0,1
2020-04-03,Brazil,RS,Uruguaiana/RS,4322400,0,1
2020-04-03,Brazil,RS,Vila Maria/RS,4323408,0,1
2020-04-03,Brazil,MT,Lucas do Rio Verde/MT,5105259,0,1
2020-04-03,Brazil,MT,Sinop/MT,5107909,0,3
2020-04-03,Brazil,AM,Tonantins/AM,1304237,0,3
2020-04-03,Brazil,BA,Belmonte/BA,2903409,0,1
2020-04-03,Brazil,BA,Santa Cruz Cabrália/BA,2927705,0,2
2020-04-03,Brazil,MG,Arcos/MG,3104205,0,1
2020-04-03,Brazil,MG,Barbacena/MG,3105608,0,1
2020-04-03,Brazil,MG,Ribeirão das Neves/MG,3154606,0,1
2020-04-03,Brazil,MG,Santana do Paraíso/MG,3158953,0,1
2020-04-03,Brazil,MG,Santo Antônio do Monte/MG,3160405,0,2
2020-04-03,Brazil,MG,Toledo/MG,3169109,0,1
2020-04-03,Brazil,SE,Capela/SE,2801306,0,1
2020-04-03,Brazil,RR,Cantá/RR,1400175,0,3
2020-04-03,Brazil,SP,Agudos/SP,3500709,0,1
2020-04-03,Brazil,SP,Assis/SP,3504008,0,1
2020-04-03,Brazil,SP,Dracena/SP,3514403,0,1
2020-04-03,Brazil,SP,Itararé/SP,3523206,0,1
2020-04-03,Brazil,SP,Itu/SP,3523909,0,1
2020-04-03,Brazil,SP,Jaú/SP,3525300,0,1
2020-04-03,Brazil,SP,Águas de Lindóia/SP,3500501,0,1
2020-04-03,Brazil,TOTAL,TOTAL,0,1120,9219
2020-04-04,Brazil,DF,Brasília/DF,5300108,16,441
2020-04-04,Brazil,CE,NÃO ESPECIFICADA/CE,23,72,84
2020-04-04,Brazil,SP,NÃO ESPECIFICADA/SP,35,418,424
2020-04-04,Brazil,GO,NÃO ESPECIFICADA/GO,52,15,16
2020-04-04,Brazil,MT,NÃO ESPECIFICADA/MT,51,12,12
2020-04-04,Brazil,RN,NÃO ESPECIFICADA/RN,24,36,37
2020-04-04,Brazil,MS,NÃO ESPECIFICADA/MS,50,2,2
2020-04-04,Brazil,MG,NÃO ESPECIFICADA/MG,31,33,33
2020-04-04,Brazil,AM,NÃO ESPECIFICADA/AM,13,51,51
2020-04-04,Brazil,BA,NÃO ESPECIFICADA/BA,29,42,42
2020-04-04,Brazil,RJ,NÃO ESPECIFICADA/RJ,33,172,173
2020-04-04,Brazil,SC,NÃO ESPECIFICADA/SC,42,33,33
2020-04-04,Brazil,PR,NÃO ESPECIFICADA/PR,41,94,94
2020-04-04,Brazil,PE,NÃO ESPECIFICADA/PE,26,40,40
2020-04-04,Brazil,PA,NÃO ESPECIFICADA/PA,15,5,5
2020-04-04,Brazil,AP,NÃO ESPECIFICADA/AP,16,9,9
2020-04-04,Brazil,DF,NÃO ESPECIFICADA/DF,53,13,13
2020-04-04,Brazil,TO,NÃO ESPECIFICADA/TO,17,1,1
2020-04-04,Brazil,RO,NÃO ESPECIFICADA/RO,11,1,1
2020-04-04,Brazil,SP,São Paulo/SP,3550308,0,3202
2020-04-04,Brazil,RJ,Barra Mansa/RJ,3300407,0,3
2020-04-04,Brazil,ES,Vila Velha/ES,3205200,0,46
2020-04-04,Brazil,BA,Feira de Santana/BA,2910800,0,20
2020-04-04,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,867
2020-04-04,Brazil,AL,Maceió/AL,2704302,0,17
2020-04-04,Brazil,SP,Santana de Parnaíba/SP,3547304,0,22
2020-04-04,Brazil,MG,Divinópolis/MG,3122306,0,12
2020-04-04,Brazil,RJ,Niterói/RJ,3303302,0,65
2020-04-04,Brazil,RS,Campo Bom/RS,4303905,0,3
2020-04-04,Brazil,RS,Porto Alegre/RS,4314902,0,233
2020-04-04,Brazil,PE,Recife/PE,2611606,0,92
2020-04-04,Brazil,RS,Caxias do Sul/RS,4305108,0,13
2020-04-04,Brazil,PR,Curitiba/PR,4106902,0,114
2020-04-04,Brazil,PR,Cianorte/PR,4105508,0,11
2020-04-04,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,0,14
2020-04-04,Brazil,SC,Florianópolis/SC,4205407,0,78
2020-04-04,Brazil,MG,Ipatinga/MG,3131307,0,1
2020-04-04,Brazil,GO,Rio Verde/GO,5218805,0,7
2020-04-04,Brazil,GO,Goiânia/GO,5208707,0,50
2020-04-04,Brazil,RN,Natal/RN,2408102,0,77
2020-04-04,Brazil,BA,Salvador/BA,2927408,0,183
2020-04-04,Brazil,AM,Manaus/AM,1302603,0,232
